category,years_on_force,number_since_same_type,number_since_total,number_same_type_after
Illegal Search,8,2,20,0
Operation/Personnel Violations,12,0,8,0
Verbal Abuse,11,0,16,1
Use Of Force,10,3,17,1
Lockup Procedures,11,0,13,0
Lockup Procedures,6,1,10,3
Lockup Procedures,6,1,5,1
Operation/Personnel Violations,7,2,3,0
Illegal Search,10,0,20,0
Illegal Search,9,1,9,0
Verbal Abuse,7,0,10,0
Verbal Abuse,7,1,15,0
Illegal Search,11,2,24,0
Illegal Search,7,0,7,0
Illegal Search,6,0,11,0
Use Of Force,10,5,27,1
Illegal Search,8,1,12,0
Use Of Force,13,1,23,0
Domestic,11,0,9,0
Use Of Force,8,2,6,0
Operation/Personnel Violations,8,0,0,1
Operation/Personnel Violations,7,2,5,0
Illegal Search,6,0,7,0
Illegal Search,11,2,11,0
Illegal Search,8,0,12,0
Lockup Procedures,8,1,7,0
Lockup Procedures,8,1,9,0
Operation/Personnel Violations,11,2,7,1
Operation/Personnel Violations,8,1,7,0
Lockup Procedures,11,0,8,0
Lockup Procedures,5,0,4,0
Use Of Force,6,0,3,0
False Arrest,5,1,7,1
False Arrest,5,2,10,1
Lockup Procedures,7,0,10,0
Use Of Force,7,0,5,0
Use Of Force,5,6,41,3
Operation/Personnel Violations,7,1,2,0
Operation/Personnel Violations,12,1,7,0
False Arrest,7,1,4,0
False Arrest,7,0,12,0
False Arrest,7,2,16,0
False Arrest,7,0,6,0
False Arrest,6,2,24,6
Illegal Search,9,1,12,0
Illegal Search,8,0,4,0
Illegal Search,8,0,10,1
Use Of Force,9,2,10,0
Use Of Force,8,1,8,0
Use Of Force,7,1,18,0
Illegal Search,10,0,18,1
Illegal Search,8,0,12,0
Illegal Search,8,1,7,1
Illegal Search,7,6,17,0
Illegal Search,7,0,5,0
Illegal Search,7,1,11,0
Illegal Search,6,1,3,0
Use Of Force,13,0,11,0
Operation/Personnel Violations,7,0,2,0
Use Of Force,8,4,15,0
Lockup Procedures,6,0,3,0
Use Of Force,12,0,5,0
Use Of Force,9,2,24,0
Use Of Force,7,3,23,0
False Arrest,7,0,4,0
False Arrest,6,0,5,0
Lockup Procedures,7,0,11,0
Lockup Procedures,7,0,1,0
False Arrest,12,1,31,2
False Arrest,7,1,10,1
Illegal Search,12,1,17,0
Illegal Search,8,0,4,0
Illegal Search,8,4,15,0
Illegal Search,8,0,14,0
Supervisory Responsibilities,10,0,21,0
False Arrest,13,2,16,0
False Arrest,7,4,8,2
False Arrest,7,2,11,0
False Arrest,6,1,18,0
False Arrest,6,1,7,0
Illegal Search,8,2,5,0
False Arrest,9,2,13,0
False Arrest,8,0,7,0
False Arrest,7,0,7,0
False Arrest,7,0,5,0
False Arrest,6,0,4,0
False Arrest,6,0,4,0
Operation/Personnel Violations,9,1,2,0
False Arrest,10,0,9,0
Illegal Search,13,0,9,0
Use Of Force,11,2,23,1
Use Of Force,10,3,12,0
False Arrest,12,0,17,0
False Arrest,11,8,28,2
Use Of Force,13,5,45,0
Use Of Force,12,1,7,0
Use Of Force,9,5,11,0
Use Of Force,8,4,12,0
Use Of Force,8,1,6,0
Use Of Force,7,0,18,0
Use Of Force,6,1,10,0
Use Of Force,12,1,7,0
Use Of Force,12,1,20,1
Use Of Force,11,11,45,1
Use Of Force,12,1,14,0
Use Of Force,9,9,32,0
Use Of Force,8,1,7,0
Lockup Procedures,9,1,16,0
Lockup Procedures,6,0,7,0
Illegal Search,7,3,17,1
Illegal Search,7,6,24,0
Illegal Search,13,9,50,1
Illegal Search,9,1,11,1
Illegal Search,7,1,15,0
Illegal Search,7,0,15,0
False Arrest,7,0,2,0
False Arrest,9,1,20,1
False Arrest,7,1,9,0
Illegal Search,6,1,7,0
Use Of Force,7,4,20,0
Operation/Personnel Violations,6,0,0,1
False Arrest,12,2,15,0
False Arrest,7,2,3,0
False Arrest,7,0,7,1
False Arrest,7,0,10,1
False Arrest,5,0,4,0
False Arrest,5,0,0,1
Illegal Search,10,0,1,0
Illegal Search,8,0,11,1
Illegal Search,7,2,8,1
False Arrest,8,2,21,0
False Arrest,7,2,15,0
Conduct Unbecoming (Off-Duty),6,0,11,0
Illegal Search,7,0,14,0
Use Of Force,7,1,14,0
Operation/Personnel Violations,7,0,1,0
Operation/Personnel Violations,9,1,2,1
Use Of Force,8,0,5,0
Operation/Personnel Violations,9,0,9,0
Operation/Personnel Violations,7,0,8,0
Operation/Personnel Violations,9,2,7,0
Operation/Personnel Violations,9,1,4,1
Illegal Search,12,6,28,1
Operation/Personnel Violations,7,1,11,0
Illegal Search,12,0,18,0
Illegal Search,9,1,17,2
Illegal Search,9,1,23,2
Illegal Search,4,0,9,2
False Arrest,8,0,12,1
False Arrest,10,0,14,0
False Arrest,6,1,2,0
Traffic,8,0,9,0
Traffic,8,0,6,0
False Arrest,12,1,8,0
False Arrest,11,1,8,0
False Arrest,11,1,16,0
False Arrest,11,0,16,1
Operation/Personnel Violations,11,2,8,0
Operation/Personnel Violations,10,2,4,0
Domestic,13,0,13,0
Operation/Personnel Violations,7,1,7,0
Operation/Personnel Violations,6,1,3,1
Illegal Search,8,1,33,0
Illegal Search,10,3,18,1
Lockup Procedures,13,0,2,0
Lockup Procedures,12,0,10,1
Use Of Force,11,0,17,0
Use Of Force,9,0,9,0
False Arrest,12,3,26,1
False Arrest,10,6,37,3
False Arrest,13,1,8,0
False Arrest,13,1,8,0
Lockup Procedures,7,0,14,0
Lockup Procedures,7,0,8,0
False Arrest,9,1,4,0
False Arrest,6,1,2,0
Verbal Abuse,8,1,12,0
Operation/Personnel Violations,12,2,5,0
Operation/Personnel Violations,8,0,1,0
Operation/Personnel Violations,12,0,4,0
Use Of Force,9,4,17,0
Illegal Search,11,0,0,0
Use Of Force,7,0,9,0
Use Of Force,8,1,13,0
Illegal Search,7,1,4,0
Illegal Search,7,0,4,0
Use Of Force,8,0,6,0
Operation/Personnel Violations,13,1,14,0
False Arrest,12,4,27,0
False Arrest,10,7,38,2
False Arrest,6,1,9,0
Operation/Personnel Violations,11,1,9,0
Lockup Procedures,12,0,9,0
Lockup Procedures,11,0,3,1
Conduct Unbecoming (Off-Duty),10,0,18,0
Operation/Personnel Violations,6,1,8,0
Operation/Personnel Violations,6,0,11,0
Lockup Procedures,7,0,7,0
Operation/Personnel Violations,13,4,37,0
Illegal Search,8,1,9,0
Criminal Misconduct,13,0,13,0
Use Of Force,11,2,24,0
Use Of Force,13,0,14,0
Use Of Force,10,0,13,0
Operation/Personnel Violations,9,2,5,0
Operation/Personnel Violations,8,2,10,0
Operation/Personnel Violations,11,2,23,0
Operation/Personnel Violations,9,2,21,1
Operation/Personnel Violations,9,0,3,0
Illegal Search,6,0,17,0
Operation/Personnel Violations,12,2,7,1
False Arrest,12,2,32,1
Illegal Search,12,0,5,0
Illegal Search,10,2,17,0
Operation/Personnel Violations,12,1,8,0
Illegal Search,13,0,12,0
Illegal Search,12,2,8,0
Operation/Personnel Violations,10,1,10,0
Operation/Personnel Violations,7,3,6,0
Lockup Procedures,12,0,4,0
Lockup Procedures,11,1,11,0
Lockup Procedures,8,0,9,0
Operation/Personnel Violations,8,2,8,0
Lockup Procedures,12,0,8,0
Conduct Unbecoming (Off-Duty),13,0,9,0
Use Of Force,10,1,7,0
Domestic,9,0,2,0
Operation/Personnel Violations,6,0,9,0
Use Of Force,12,2,18,0
Use Of Force,7,0,1,0
Traffic,10,1,24,0
False Arrest,9,10,24,0
False Arrest,13,3,26,1
False Arrest,7,0,20,0
Illegal Search,13,3,24,0
Illegal Search,11,3,13,0
Illegal Search,10,1,8,0
Illegal Search,9,2,12,0
Lockup Procedures,10,1,5,0
Traffic,11,0,6,0
False Arrest,11,0,6,0
False Arrest,10,1,20,0
False Arrest,7,1,5,0
False Arrest,7,1,13,0
Lockup Procedures,12,0,8,0
Operation/Personnel Violations,13,0,8,0
False Arrest,13,2,9,0
Use Of Force,8,5,21,0
False Arrest,7,3,14,2
False Arrest,6,2,8,1
Illegal Search,6,0,6,0
Operation/Personnel Violations,12,3,14,0
Operation/Personnel Violations,11,2,5,1
Operation/Personnel Violations,10,3,13,0
Illegal Search,11,1,6,0
Illegal Search,7,1,7,0
Operation/Personnel Violations,8,0,1,2
Operation/Personnel Violations,7,1,3,1
Illegal Search,11,2,22,0
Illegal Search,7,0,7,1
Illegal Search,7,0,6,1
Operation/Personnel Violations,12,3,18,0
Operation/Personnel Violations,9,0,7,0
False Arrest,10,3,17,0
Illegal Search,7,0,10,0
Illegal Search,7,0,6,0
Illegal Search,7,0,3,0
Domestic,13,0,12,0
Use Of Force,8,1,11,0
Operation/Personnel Violations,9,0,4,0
Use Of Force,7,8,51,1
Use Of Force,6,2,16,0
Illegal Search,7,4,10,3
Operation/Personnel Violations,10,1,8,1
Illegal Search,8,0,11,0
Illegal Search,7,0,14,0
Operation/Personnel Violations,12,4,6,0
Operation/Personnel Violations,13,0,6,0
Lockup Procedures,11,1,4,0
Domestic,8,0,18,0
Verbal Abuse,7,0,9,0
Verbal Abuse,6,0,9,0
Verbal Abuse,6,0,5,0
Verbal Abuse,6,0,9,0
Verbal Abuse,9,0,3,0
False Arrest,8,0,9,0
Operation/Personnel Violations,12,1,8,0
Operation/Personnel Violations,7,1,5,0
Lockup Procedures,12,0,1,0
Lockup Procedures,13,0,7,0
Lockup Procedures,11,0,2,0
Lockup Procedures,10,0,10,0
Lockup Procedures,10,0,17,0
Domestic,9,1,21,0
Operation/Personnel Violations,13,1,18,0
Use Of Force,9,3,36,0
False Arrest,10,2,8,1
False Arrest,10,1,30,0
False Arrest,9,2,34,0
Lockup Procedures,11,0,29,0
Lockup Procedures,10,0,25,0
Lockup Procedures,7,0,20,0
Lockup Procedures,6,0,7,0
Use Of Force,9,1,9,0
Illegal Search,13,1,9,1
Illegal Search,10,2,24,0
Illegal Search,10,0,3,0
Operation/Personnel Violations,10,6,18,1
Operation/Personnel Violations,6,2,7,2
False Arrest,12,2,10,0
False Arrest,11,1,28,0
False Arrest,10,3,24,0
False Arrest,9,1,12,0
False Arrest,7,5,16,0
False Arrest,7,5,16,0
Operation/Personnel Violations,12,0,4,0
Illegal Search,13,4,46,0
Lockup Procedures,9,0,21,0
Illegal Search,10,2,12,0
Use Of Force,7,0,1,0
Use Of Force,10,0,11,0
Operation/Personnel Violations,7,2,5,0
Lockup Procedures,12,2,17,0
False Arrest,12,1,12,0
Illegal Search,13,0,8,0
Illegal Search,10,0,8,0
Illegal Search,9,0,15,0
Illegal Search,7,4,19,0
Illegal Search,9,2,13,1
Illegal Search,9,1,16,1
Use Of Force,8,0,1,0
Use Of Force,6,0,6,0
Operation/Personnel Violations,6,2,4,0
Illegal Search,11,1,14,0
Use Of Force,10,0,2,0
Operation/Personnel Violations,9,2,3,0
False Arrest,8,3,16,0
False Arrest,8,3,22,1
Operation/Personnel Violations,9,1,12,1
False Arrest,10,1,7,0
False Arrest,10,0,5,0
False Arrest,11,0,1,0
False Arrest,5,0,3,0
Illegal Search,10,1,9,0
Illegal Search,9,3,30,0
Illegal Search,6,0,8,0
Operation/Personnel Violations,10,3,30,0
Illegal Search,7,1,7,0
Illegal Search,7,0,5,0
Operation/Personnel Violations,6,1,1,0
Use Of Force,8,1,6,0
Illegal Search,10,0,16,1
Illegal Search,12,0,2,0
Criminal Misconduct,11,0,37,0
False Arrest,12,1,6,0
False Arrest,11,1,8,0
Illegal Search,10,2,9,0
Illegal Search,8,2,12,0
Illegal Search,11,2,23,0
Verbal Abuse,7,0,11,0
Operation/Personnel Violations,12,1,14,0
Lockup Procedures,9,0,8,0
Lockup Procedures,7,0,8,0
Lockup Procedures,7,0,3,0
Illegal Search,9,0,22,0
Illegal Search,11,3,22,0
Illegal Search,9,3,32,0
False Arrest,12,7,27,3
Use Of Force,11,3,15,0
Illegal Search,9,0,4,0
Illegal Search,7,1,6,0
Illegal Search,6,1,4,0
False Arrest,6,2,8,0
Operation/Personnel Violations,10,0,9,0
Operation/Personnel Violations,7,0,12,0
Illegal Search,12,0,2,0
Operation/Personnel Violations,13,1,5,0
Use Of Force,8,0,12,0
Use Of Force,7,0,6,0
Operation/Personnel Violations,11,3,33,1
Illegal Search,11,1,10,0
Illegal Search,9,3,14,0
Illegal Search,9,2,17,0
Use Of Force,9,1,22,1
Use Of Force,8,6,26,0
Use Of Force,12,2,18,0
Use Of Force,13,3,23,0
Use Of Force,7,7,24,0
Illegal Search,10,1,25,0
Use Of Force,12,0,21,0
Use Of Force,9,0,7,0
Traffic,12,1,25,0
Use Of Force,9,5,12,3
Lockup Procedures,11,0,3,0
Lockup Procedures,11,0,11,0
Lockup Procedures,10,0,18,0
Illegal Search,13,0,20,0
Illegal Search,10,1,9,0
Operation/Personnel Violations,10,2,17,0
Operation/Personnel Violations,11,0,8,0
Illegal Search,12,1,15,0
Illegal Search,9,1,10,1
Illegal Search,9,3,10,1
Illegal Search,12,1,20,0
Illegal Search,12,0,7,0
Domestic,13,0,14,0
Operation/Personnel Violations,9,0,7,0
Illegal Search,11,3,48,0
Illegal Search,12,1,8,0
Illegal Search,9,0,10,2
Lockup Procedures,12,0,25,0
Illegal Search,8,0,8,0
Use Of Force,8,0,2,0
Use Of Force,13,0,44,0
Use Of Force,7,0,6,0
Conduct Unbecoming (Off-Duty),12,0,8,0
Operation/Personnel Violations,12,2,12,0
Lockup Procedures,10,1,15,0
Use Of Force,11,3,11,0
Use Of Force,7,0,7,0
Operation/Personnel Violations,10,1,9,0
Operation/Personnel Violations,6,3,7,0
Operation/Personnel Violations,10,1,9,0
Operation/Personnel Violations,10,1,2,0
Operation/Personnel Violations,12,2,26,0
Use Of Force,8,0,4,0
Illegal Search,11,5,48,1
Illegal Search,9,2,5,0
Traffic,12,0,27,0
Traffic,6,1,7,0
Use Of Force,12,0,25,0
False Arrest,13,4,25,1
False Arrest,11,9,29,1
False Arrest,6,1,11,2
False Arrest,10,2,24,1
Use Of Force,11,3,18,0
Use Of Force,7,2,8,0
Traffic,7,0,3,0
Traffic,6,0,11,0
Operation/Personnel Violations,10,1,11,0
Operation/Personnel Violations,10,0,17,0
Use Of Force,10,1,19,0
Operation/Personnel Violations,11,0,6,0
Operation/Personnel Violations,9,0,6,0
Illegal Search,12,0,7,0
Illegal Search,10,0,21,0
Operation/Personnel Violations,14,0,14,2
False Arrest,5,0,9,0
Illegal Search,9,2,4,0
Illegal Search,9,2,15,0
Illegal Search,9,0,15,0
False Arrest,10,0,10,0
False Arrest,6,0,0,0
False Arrest,6,0,4,0
Domestic,8,0,17,0
Illegal Search,7,1,9,0
False Arrest,11,0,11,0
Use Of Force,10,0,12,0
Use Of Force,6,0,9,0
Traffic,6,0,6,1
Illegal Search,13,0,10,0
Illegal Search,7,3,21,0
Illegal Search,6,0,9,0
Operation/Personnel Violations,7,1,5,0
Illegal Search,8,1,7,0
Illegal Search,11,8,29,0
Illegal Search,11,6,15,0
Illegal Search,13,2,11,0
Illegal Search,12,1,8,0
Illegal Search,8,1,16,0
Illegal Search,7,2,10,0
Illegal Search,7,2,14,0
Use Of Force,13,0,23,0
Use Of Force,8,0,3,0
Operation/Personnel Violations,9,1,8,1
Illegal Search,14,0,6,0
False Arrest,7,8,52,3
False Arrest,6,1,16,1
False Arrest,6,1,7,2
Use Of Force,6,1,5,0
Lockup Procedures,7,0,14,0
Use Of Force,11,0,5,0
Use Of Force,7,1,14,0
Operation/Personnel Violations,9,0,5,0
Operation/Personnel Violations,13,5,12,0
Lockup Procedures,10,0,18,0
Lockup Procedures,6,0,10,0
Lockup Procedures,6,0,7,0
Use Of Force,6,1,7,0
Use Of Force,6,0,4,0
Lockup Procedures,11,1,13,1
Lockup Procedures,10,0,3,0
Illegal Search,7,2,25,1
Operation/Personnel Violations,9,0,8,0
Traffic,7,0,6,0
Traffic,9,0,3,0
Operation/Personnel Violations,6,1,1,1
Traffic,10,0,14,0
Operation/Personnel Violations,12,1,10,0
Use Of Force,6,1,7,0
Lockup Procedures,9,1,25,0
Domestic,11,0,16,0
Illegal Search,7,0,5,0
Illegal Search,6,0,6,0
Operation/Personnel Violations,7,0,2,0
Illegal Search,8,0,4,0
Illegal Search,8,0,6,0
False Arrest,13,0,10,1
Operation/Personnel Violations,14,1,2,1
Use Of Force,13,3,13,0
Use Of Force,7,7,14,0
Operation/Personnel Violations,12,2,9,0
Operation/Personnel Violations,6,2,7,0
Illegal Search,12,1,28,1
Illegal Search,7,1,11,0
Illegal Search,7,1,15,1
Lockup Procedures,9,0,4,0
Use Of Force,8,0,10,0
Operation/Personnel Violations,13,1,15,0
Operation/Personnel Violations,13,1,4,1
Illegal Search,8,0,22,0
Lockup Procedures,13,1,13,0
Operation/Personnel Violations,8,0,2,0
Operation/Personnel Violations,6,0,2,0
Illegal Search,7,2,26,0
Illegal Search,7,3,46,0
Use Of Force,12,1,10,0
Use Of Force,11,0,17,0
Illegal Search,7,0,15,1
Traffic,12,0,26,0
Illegal Search,8,0,6,1
False Arrest,11,2,26,1
False Arrest,7,1,17,0
Use Of Force,8,0,16,0
Use Of Force,10,1,28,0
Use Of Force,7,0,10,0
False Arrest,10,2,9,0
Use Of Force,14,0,20,0
False Arrest,10,0,16,1
False Arrest,7,9,53,2
False Arrest,13,0,24,1
Operation/Personnel Violations,12,2,18,0
Operation/Personnel Violations,9,3,11,1
Use Of Force,13,1,15,0
Use Of Force,7,0,15,0
Use Of Force,13,0,14,1
Domestic,10,1,2,0
Illegal Search,11,5,39,0
Verbal Abuse,6,0,7,0
Domestic,7,0,18,0
Use Of Force,8,0,5,0
Operation/Personnel Violations,14,0,10,0
Use Of Force,8,2,9,0
Illegal Search,9,0,8,0
Traffic,11,0,3,0
Traffic,10,0,13,1
False Arrest,10,0,13,0
False Arrest,10,1,26,0
Lockup Procedures,9,1,8,0
Operation/Personnel Violations,9,0,5,0
Operation/Personnel Violations,9,2,26,0
Operation/Personnel Violations,8,2,25,0
Traffic,8,0,13,0
False Arrest,12,5,16,0
False Arrest,7,1,11,0
Use Of Force,7,0,7,0
Use Of Force,6,0,4,0
Use Of Force,6,0,5,0
Use Of Force,6,2,11,1
Operation/Personnel Violations,13,1,12,1
Operation/Personnel Violations,6,5,7,0
Illegal Search,7,1,8,0
Illegal Search,7,2,10,0
Use Of Force,8,1,8,0
Use Of Force,8,1,8,0
Illegal Search,9,2,12,0
Illegal Search,8,0,15,0
Illegal Search,7,0,4,0
Illegal Search,6,0,15,0
Illegal Search,6,0,12,0
Use Of Force,8,0,13,0
Verbal Abuse,9,0,16,0
False Arrest,7,1,10,0
Illegal Search,9,1,11,1
Operation/Personnel Violations,10,0,3,0
Operation/Personnel Violations,10,4,7,0
Operation/Personnel Violations,12,1,5,0
Operation/Personnel Violations,6,0,1,0
Criminal Misconduct,11,0,11,0
Domestic,13,0,36,0
Operation/Personnel Violations,13,6,24,1
Operation/Personnel Violations,8,0,4,1
Operation/Personnel Violations,8,0,2,0
Operation/Personnel Violations,7,0,5,0
Use Of Force,9,0,10,0
False Arrest,10,1,12,0
False Arrest,11,0,16,1
Illegal Search,12,1,10,0
Illegal Search,13,0,8,0
Illegal Search,11,0,5,0
Illegal Search,11,0,7,0
Illegal Search,11,1,9,0
Illegal Search,13,2,9,0
Illegal Search,7,0,21,1
Illegal Search,6,0,8,0
Use Of Force,10,0,15,0
Illegal Search,12,2,20,2
Lockup Procedures,9,0,5,0
Lockup Procedures,7,0,0,0
Use Of Force,6,0,5,0
Use Of Force,6,0,6,0
Operation/Personnel Violations,12,1,12,0
Illegal Search,13,1,9,0
Use Of Force,11,0,8,0
Lockup Procedures,11,1,8,0
Illegal Search,13,0,13,0
Use Of Force,13,0,14,0
Lockup Procedures,11,0,15,0
Lockup Procedures,12,0,7,0
Lockup Procedures,14,0,9,0
Lockup Procedures,10,0,9,0
Lockup Procedures,9,0,13,0
Lockup Procedures,7,0,9,0
False Arrest,9,2,42,2
Illegal Search,7,0,25,0
Illegal Search,7,4,45,0
Use Of Force,14,2,10,0
Verbal Abuse,10,0,6,0
Supervisory Responsibilities,13,0,14,0
Domestic,11,0,19,2
Operation/Personnel Violations,13,0,6,1
Bribery / Official Corruption,10,0,19,0
Verbal Abuse,8,0,17,0
Use Of Force,9,1,4,0
Operation/Personnel Violations,11,1,17,0
Operation/Personnel Violations,7,0,10,0
Illegal Search,10,4,37,0
Use Of Force,11,0,5,0
Illegal Search,7,3,22,0
Illegal Search,8,1,13,0
Illegal Search,6,0,5,0
Illegal Search,12,1,21,0
Illegal Search,6,0,8,0
Lockup Procedures,14,0,2,0
Lockup Procedures,9,0,5,0
Operation/Personnel Violations,8,4,6,1
Illegal Search,12,0,11,0
Illegal Search,10,0,5,0
Operation/Personnel Violations,7,0,0,0
False Arrest,6,2,14,0
Traffic,13,0,19,0
Illegal Search,9,3,33,0
Verbal Abuse,10,0,6,0
Verbal Abuse,7,0,1,0
False Arrest,11,1,20,0
Use Of Force,9,6,13,2
Lockup Procedures,12,0,11,0
Lockup Procedures,11,0,18,0
Lockup Procedures,9,0,23,0
Lockup Procedures,10,0,5,0
Operation/Personnel Violations,13,4,9,0
Operation/Personnel Violations,13,1,13,0
Use Of Force,11,0,11,0
Use Of Force,9,3,50,0
Illegal Search,10,1,19,0
Illegal Search,8,1,18,0
Illegal Search,12,4,50,0
Use Of Force,13,8,22,0
Illegal Search,10,1,11,0
Illegal Search,9,0,3,0
Domestic,13,2,15,0
Illegal Search,8,1,7,0
Illegal Search,13,1,19,1
Illegal Search,7,0,1,0
Use Of Force,9,2,10,0
Operation/Personnel Violations,9,7,14,0
Operation/Personnel Violations,6,0,6,0
Illegal Search,6,0,5,0
Use Of Force,9,1,9,0
Use Of Force,9,2,24,0
Operation/Personnel Violations,7,0,6,0
Lockup Procedures,12,0,14,0
Lockup Procedures,11,0,14,0
Illegal Search,10,3,16,0
Lockup Procedures,8,0,10,0
False Arrest,10,1,2,0
False Arrest,6,0,11,1
Illegal Search,14,1,15,0
Illegal Search,11,2,31,0
Illegal Search,11,0,5,0
Illegal Search,11,0,11,0
Illegal Search,9,0,5,0
Illegal Search,9,0,18,1
Illegal Search,9,0,16,0
Operation/Personnel Violations,12,2,12,0
Domestic,7,1,9,0
Operation/Personnel Violations,13,0,2,0
Use Of Force,6,1,11,0
False Arrest,13,3,19,1
False Arrest,13,2,13,0
Domestic,13,0,12,0
Use Of Force,11,2,17,0
Use Of Force,11,2,23,0
Use Of Force,8,0,9,1
False Arrest,9,0,9,0
False Arrest,9,0,3,0
Operation/Personnel Violations,8,1,14,0
Operation/Personnel Violations,8,0,1,0
Illegal Search,8,0,14,0
Operation/Personnel Violations,12,4,18,0
Operation/Personnel Violations,6,2,17,0
Illegal Search,10,0,8,1
Lockup Procedures,13,0,17,0
False Arrest,8,5,18,1
Operation/Personnel Violations,12,1,11,0
Illegal Search,13,6,41,0
Illegal Search,8,0,15,0
Illegal Search,6,0,6,1
Illegal Search,8,1,19,0
Traffic,14,1,15,0
Lockup Procedures,10,0,8,0
Operation/Personnel Violations,14,0,8,0
Illegal Search,10,2,18,0
False Arrest,8,0,20,0
Illegal Search,13,2,31,0
False Arrest,11,1,10,0
False Arrest,8,0,13,0
Use Of Force,13,2,24,0
Illegal Search,13,1,17,0
Use Of Force,8,0,5,0
Domestic,7,0,9,0
False Arrest,11,1,25,0
False Arrest,10,1,17,0
False Arrest,9,0,17,0
False Arrest,8,1,7,0
False Arrest,7,0,13,0
False Arrest,6,4,24,1
False Arrest,6,4,29,4
Use Of Force,12,0,31,0
Illegal Search,13,0,40,0
Illegal Search,13,0,43,0
Illegal Search,9,1,6,0
Illegal Search,6,0,3,0
Use Of Force,11,0,19,0
Use Of Force,9,1,14,0
False Arrest,10,0,6,0
False Arrest,9,0,11,0
False Arrest,8,0,5,0
False Arrest,7,10,54,1
False Arrest,7,0,10,0
False Arrest,6,2,17,0
Use Of Force,9,1,14,0
Illegal Search,8,4,26,3
Conduct Unbecoming (Off-Duty),13,0,11,0
Illegal Search,9,0,9,1
Illegal Search,7,2,26,1
False Arrest,12,5,23,1
False Arrest,11,4,23,0
False Arrest,7,5,15,2
Domestic,12,1,22,1
False Arrest,11,0,3,1
Illegal Search,8,0,6,0
Operation/Personnel Violations,11,2,12,0
Operation/Personnel Violations,13,0,16,0
Operation/Personnel Violations,14,1,15,1
Operation/Personnel Violations,13,1,12,0
Illegal Search,13,0,9,0
Illegal Search,13,0,1,0
Illegal Search,10,2,31,1
Illegal Search,7,1,11,1
Illegal Search,7,0,0,0
Illegal Search,6,0,0,0
Operation/Personnel Violations,7,3,6,0
Use Of Force,13,0,22,0
Use Of Force,9,1,36,0
Operation/Personnel Violations,13,2,8,0
Operation/Personnel Violations,11,1,14,0
Lockup Procedures,12,0,13,0
Lockup Procedures,11,0,15,0
Operation/Personnel Violations,13,0,11,1
Illegal Search,7,0,14,0
Operation/Personnel Violations,8,0,21,0
Lockup Procedures,9,1,11,1
Lockup Procedures,7,0,7,0
Operation/Personnel Violations,11,5,9,0
Illegal Search,8,1,22,1
Supervisory Responsibilities,13,0,16,0
Use Of Force,12,1,24,0
False Arrest,11,1,4,0
Operation/Personnel Violations,12,4,14,3
False Arrest,12,1,13,0
False Arrest,7,1,11,0
False Arrest,7,2,25,0
False Arrest,6,0,7,1
False Arrest,13,0,10,0
False Arrest,7,0,4,0
Verbal Abuse,8,0,4,0
Lockup Procedures,7,0,3,0
Lockup Procedures,7,0,3,0
Use Of Force,12,1,9,0
Use Of Force,7,0,8,0
Operation/Personnel Violations,10,7,20,0
Illegal Search,7,0,1,0
False Arrest,13,1,8,0
Operation/Personnel Violations,6,2,8,0
Illegal Search,11,8,48,0
Lockup Procedures,10,1,32,0
Lockup Procedures,7,0,12,0
Illegal Search,7,2,16,0
Use Of Force,11,1,14,0
Use Of Force,12,1,14,0
Illegal Search,6,1,11,0
Illegal Search,10,1,22,0
Illegal Search,9,0,2,0
Use Of Force,11,0,15,0
False Arrest,7,1,7,0
Operation/Personnel Violations,12,0,3,0
Operation/Personnel Violations,7,0,6,0
Operation/Personnel Violations,8,0,3,1
